time,open,high,low,close,tick_volume,spread,real_volume
2022-01-03 00:00:00,129.98155359215113,129.99218160686968,129.93435564720465,129.964990072967,388,20,48
2022-01-03 01:00:00,129.98013250909352,129.98013250909352,129.93661607946626,129.95453670398754,183,16,20
2022-01-03 02:00:00,129.95957894177565,129.96317962625864,129.92348616347613,129.95046036224988,380,22,45
2022-01-03 03:00:00,130.04496451087317,130.09888799505077,130.02713891468485,130.04603914155703,235,15,71
2022-01-03 04:00:00,130.10331941757468,130.11240188375882,130.06813284986328,130.08035069448746,986,12,62
2022-01-03 05:00:00,130.0828639387833,130.0828639387833,130.0015681516599,130.03318955874306,534,26,83
2022-01-03 06:00:00,130.06374704466367,130.07770182318214,130.06331253926774,130.07362371539156,828,26,75
2022-01-03 07:00:00,130.15068386477688,130.15068386477688,130.08145997149705,130.09433839075675,709,26,86
2022-01-03 08:00:00,130.01814366867202,130.06939395718155,130.01814366867202,130.06195603096864,759,12,39
2022-01-03 09:00:00,130.01500827921583,130.10259227788546,130.01500827921583,130.08036939746594,810,19,36
2022-01-03 10:00:00,130.03944423499294,130.0569411817873,130.01925270848295,130.04314647703916,136,23,12
2022-01-03 11:00:00,130.09000352867136,130.12322710252042,130.08699607992466,130.1067211863809,544,15,10
2022-01-03 12:00:00,130.01193051189253,130.08696243259357,130.01193051189253,130.05426409845893,467,10,19
2022-01-03 13:00:00,130.0256961308138,130.03296063853526,129.99917449440454,130.0267312086777,760,22,29
2022-01-03 14:00:00,130.15161428621607,130.15161428621607,130.10836706376844,130.12854891695056,679,19,23
2022-01-03 15:00:00,130.26709975389522,130.2711999833794,130.23874274278833,130.24930983278367,163,11,74
2022-01-03 16:00:00,130.26463268127998,130.2888714615256,130.25696667457282,130.26566310741921,152,27,74
2022-01-03 17:00:00,130.30897584539215,130.3408064741024,130.30897584539215,130.31635591877216,270,23,92
2022-01-03 18:00:00,130.2534260170212,130.27706853007373,130.22980830215727,130.25892019908446,742,29,98
2022-01-03 19:00:00,130.2707398261944,130.30542291877828,130.24739787342824,130.29018719140228,296,16,68
2022-01-03 20:00:00,130.22171722055268,130.23886467335865,130.16516541564258,130.18742590074916,672,24,57
2022-01-03 21:00:00,130.26245512451973,130.26245512451973,130.24178118512916,130.24548879895252,297,18,72
2022-01-03 22:00:00,130.25608834399014,130.3096800277838,130.25608834399014,130.2747096312193,293,11,18
2022-01-03 23:00:00,130.17753545418586,130.18570408939988,130.15047803690587,130.17344650256786,601,16,77
2022-01-04 00:00:00,130.21351801239587,130.2351917025958,130.16219756311372,130.21092360636354,410,19,35
2022-01-04 01:00:00,130.1615034474665,130.20291070357456,130.1615034474665,130.20158361087738,829,22,46
2022-01-04 02:00:00,130.23864422717338,130.26632312396472,130.20103515802856,130.22939185630042,274,14,61
2022-01-04 03:00:00,130.25370021798196,130.29620416623513,130.23750781128163,130.24577659717218,913,24,60
2022-01-04 04:00:00,130.22182940959695,130.22182940959695,130.18029963951747,130.19641795720486,652,29,32
2022-01-04 05:00:00,130.3259133251946,130.3259133251946,130.2697104070593,130.27483934006585,589,10,51
2022-01-04 06:00:00,130.32278240528208,130.32393020192762,130.31259955736348,130.32277954608105,875,14,47
2022-01-04 07:00:00,130.3816355787267,130.3966149472681,130.35931810070224,130.38275225582478,598,23,42
2022-01-04 08:00:00,130.37166202813063,130.3955593582826,130.3539997336962,130.36229381723774,484,16,78
2022-01-04 09:00:00,130.29767425711574,130.34603040731602,130.29767425711574,130.338628574018,662,21,14
2022-01-04 10:00:00,130.30141969719912,130.31852066287172,130.27474744946386,130.31166074995485,504,19,26
2022-01-04 11:00:00,130.33198977571615,130.39197639694336,130.2882840454721,130.31776408128212,798,28,26
2022-01-04 12:00:00,130.46058724241328,130.46320994050689,130.4419776137183,130.447566762109,745,20,94
2022-01-04 13:00:00,130.42582049647106,130.44593082314856,130.42362713922066,130.42539847075065,156,10,88
2022-01-04 14:00:00,130.4277445160053,130.4277445160053,130.39734879213276,130.4012895906841,286,25,43
2022-01-04 15:00:00,130.39967926965684,130.43277163008523,130.3576453008773,130.4122123194241,397,20,84
2022-01-04 16:00:00,130.44064044519,130.4630842878771,130.41597517052585,130.4503844429455,184,13,29
2022-01-04 17:00:00,130.46701383329537,130.50648189409526,130.46474288558971,130.49389387142122,560,20,38
2022-01-04 18:00:00,130.5786283577891,130.5786283577891,130.52304222402748,130.53374264108405,957,21,48
2022-01-04 19:00:00,130.50101890610327,130.52978033013548,130.47345337987207,130.52042298562898,128,28,58
2022-01-04 20:00:00,130.48106923616712,130.53873636558268,130.48106923616712,130.51648941397968,986,26,74
2022-01-04 21:00:00,130.5748730826607,130.6494444805718,130.5748730826607,130.6060997467517,177,27,11
2022-01-04 22:00:00,130.52155237435431,130.5724671492275,130.52155237435431,130.55317925479716,388,29,20
2022-01-04 23:00:00,130.57465240588044,130.61383756942095,130.54407835845174,130.57393655315641,216,10,26
2022-01-05 00:00:00,130.57211478068595,130.58669959011775,130.5204703871523,130.54433305988516,390,18,40
2022-01-05 01:00:00,130.5443583834237,130.5443583834237,130.4789432910159,130.50437558377266,246,25,59
2022-01-05 02:00:00,130.54958906956782,130.5941853960061,130.54958906956782,130.57208186375172,934,17,23
2022-01-05 03:00:00,130.56545646036247,130.5912590333003,130.56545646036247,130.58274890844575,299,20,30
2022-01-05 04:00:00,130.61899628639418,130.61899628639418,130.54656392837626,130.58495923995747,492,26,44
2022-01-05 05:00:00,130.648800647802,130.65192477137694,130.60535226495617,130.62376910276905,320,21,56
2022-01-05 06:00:00,130.58470180559559,130.58470180559559,130.53951793317634,130.56606346389103,233,24,12
2022-01-05 07:00:00,130.47404735830096,130.47404735830096,130.44559163919888,130.45726178309607,754,19,65
2022-01-05 08:00:00,130.45051383040254,130.49409034363342,130.4344322702541,130.48459560535133,360,15,80
