time,open,high,low,close,tick_volume,spread,real_volume
2022-01-03 00:00:00,1.1003753656453201,1.1006410653673746,1.10017925365476,1.1003564258991172,821,16,34
2022-01-03 04:00:00,1.099946369895429,1.1005092606560443,1.099814314732187,1.100200440189516,464,24,58
2022-01-03 08:00:00,1.0995447753244503,1.099851161179306,1.0993981370550836,1.0995446157181,742,15,27
2022-01-03 12:00:00,1.0992951330025027,1.0992951330025027,1.0986952684318991,1.0989310526169345,608,15,85
2022-01-03 16:00:00,1.099180206120624,1.0994557331828032,1.099160988006675,1.099250568572832,590,14,84
2022-01-03 20:00:00,1.099499983739419,1.099499983739419,1.09883614641804,1.099079118037054,804,11,63
2022-01-04 00:00:00,1.0999047553232315,1.0999047553232315,1.0991558452342105,1.0995387381357582,757,29,51
2022-01-04 04:00:00,1.0992783195619245,1.0995121852825545,1.098992079550657,1.0994513329557547,512,23,97
2022-01-04 08:00:00,1.0994130867824958,1.0994130867824958,1.0986436608088617,1.0989295886608186,941,24,83
2022-01-04 12:00:00,1.0992242539396706,1.0992242539396706,1.0985567923059008,1.099038312434303,442,28,22
2022-01-04 16:00:00,1.09863495850403,1.0988225586801894,1.0982568997424151,1.098473324548999,309,25,52
2022-01-04 20:00:00,1.0982204578165098,1.0987484538220447,1.0982204578165098,1.0986070648647213,862,11,20
2022-01-05 00:00:00,1.0992923405593618,1.099614712506626,1.0991737313807746,1.0991837266700282,575,18,75
2022-01-05 04:00:00,1.0991715722946882,1.0994551588619257,1.0991044640491332,1.0992528648990811,281,14,32
2022-01-05 08:00:00,1.100063928967482,1.1004357334437942,1.0997460840648012,1.0998436534931102,955,10,52
2022-01-05 12:00:00,1.0991178797497627,1.0991178797497627,1.0986558769271217,1.0990064147636065,519,11,91
2022-01-05 16:00:00,1.0989761713813155,1.0990041907325574,1.0987471625877556,1.0989373706118557,709,20,19
2022-01-05 20:00:00,1.0993931750504056,1.0993931750504056,1.0987707380474447,1.099089232328171,857,29,32
2022-01-06 00:00:00,1.0990285510984,1.0992024792962385,1.099003122744276,1.099053095121459,787,27,83
2022-01-06 04:00:00,1.099589645437455,1.099589645437455,1.0990914799801765,1.099242594960629,315,26,58
2022-01-06 08:00:00,1.0993868345738558,1.0993868345738558,1.099089942158563,1.099295504403185,143,23,24
2022-01-06 12:00:00,1.0986273827608461,1.0990422123273045,1.0985124734162783,1.0986508860159465,925,14,25
2022-01-06 16:00:00,1.0991966720526751,1.099630771670731,1.0990405652709307,1.0993883771581607,525,11,38
