time,open,high,low,close,tick_volume,spread,real_volume
2022-01-03 00:00:00,1.2634400000000001,1.26639,1.26276,1.26616,1816,13,0
2022-01-03 04:00:00,1.26616,1.26852,1.26611,1.2679,2131,13,0
2022-01-03 08:00:00,1.2679,1.26859,1.26663,1.26797,3269,13,0
2022-01-03 12:00:00,1.26797,1.27194,1.26742,1.27157,3888,13,0
2022-01-03 16:00:00,1.27159,1.27787,1.27145,1.2755,9294,13,0
2022-01-03 20:00:00,1.27548,1.2758,1.27433,1.27433,4014,13,0
2022-01-04 00:00:00,1.27433,1.27548,1.2737,1.27525,1852,13,0
2022-01-04 04:00:00,1.27525,1.27536,1.2723,1.27231,1618,13,0
2022-01-04 08:00:00,1.27231,1.27485,1.27231,1.27453,3418,13,0
2022-01-04 12:00:00,1.27454,1.27657,1.2726199999999999,1.27285,4665,13,0
2022-01-04 16:00:00,1.27281,1.27308,1.26667,1.26922,8579,13,0
2022-01-04 20:00:00,1.26923,1.27191,1.26922,1.27054,3740,13,0
2022-01-05 00:00:00,1.2705600000000001,1.271,1.26846,1.27098,1937,13,0
2022-01-05 04:00:00,1.27098,1.27251,1.27077,1.27237,1936,14,0
2022-01-05 08:00:00,1.27237,1.27237,1.27067,1.27127,4751,13,0
2022-01-05 12:00:00,1.27127,1.27396,1.2705600000000001,1.2707600000000001,5592,13,0
2022-01-05 16:00:00,1.27077,1.27207,1.2691,1.27074,7226,13,0
2022-01-05 20:00:00,1.27074,1.2766,1.2696,1.27556,9130,13,0
2022-01-06 00:00:00,1.27555,1.27743,1.2747600000000001,1.27653,2310,13,0
2022-01-06 04:00:00,1.27652,1.27975,1.27652,1.2788300000000001,2953,13,0
2022-01-06 08:00:00,1.27881,1.28132,1.2781799999999999,1.27846,5608,13,0
2022-01-06 12:00:00,1.27847,1.27861,1.2754699999999999,1.27634,7237,13,0
2022-01-06 16:00:00,1.27634,1.27859,1.27063,1.2718,13830,13,0
2022-01-06 20:00:00,1.27179,1.27397,1.27153,1.27248,5437,13,0
2022-01-07 00:00:00,1.27247,1.2730299999999999,1.27063,1.27081,1924,13,0
2022-01-07 04:00:00,1.27082,1.27233,1.27078,1.271,2326,13,0
2022-01-07 08:00:00,1.271,1.27306,1.2708,1.27134,5206,13,0
2022-01-07 12:00:00,1.27135,1.2727,1.2678,1.27223,6919,13,0
2022-01-07 16:00:00,1.27224,1.27261,1.26417,1.2647300000000001,12017,13,0
2022-01-07 20:00:00,1.26479,1.26514,1.26318,1.26359,4141,13,0
2022-01-10 00:00:00,1.26486,1.26563,1.26326,1.26379,2378,13,0
2022-01-10 04:00:00,1.26382,1.26492,1.26342,1.26426,2341,13,0
2022-01-10 08:00:00,1.26424,1.26525,1.26152,1.26236,6742,13,0
2022-01-10 12:00:00,1.26236,1.26675,1.26097,1.26635,5949,13,0
2022-01-10 16:00:00,1.26634,1.26962,1.26626,1.2693699999999999,12845,13,0
2022-01-10 20:00:00,1.26938,1.26976,1.26679,1.26739,6078,13,0
2022-01-11 00:00:00,1.26724,1.26822,1.2659,1.26664,2467,13,0
2022-01-11 04:00:00,1.26664,1.26691,1.26451,1.26487,2658,13,0
2022-01-11 08:00:00,1.26487,1.2665600000000001,1.26302,1.264,6141,13,0
2022-01-11 12:00:00,1.26401,1.26586,1.26332,1.26488,5047,13,0
2022-01-11 16:00:00,1.26488,1.26632,1.2585600000000001,1.2587,11928,13,0
2022-01-11 20:00:00,1.25871,1.25918,1.25666,1.25716,4367,13,0
2022-01-12 00:00:00,1.25708,1.25792,1.25603,1.25668,1786,13,0
2022-01-12 04:00:00,1.25668,1.2567599999999999,1.25455,1.25533,1751,13,0
2022-01-12 08:00:00,1.25533,1.2576100000000001,1.25464,1.25474,4746,13,0
2022-01-12 12:00:00,1.25473,1.25569,1.2513,1.25176,7076,13,0
2022-01-12 16:00:00,1.25176,1.25325,1.24949,1.24976,10963,13,0
2022-01-12 20:00:00,1.24976,1.25101,1.2497,1.25101,6360,13,0
2022-01-13 00:00:00,1.25043,1.2509700000000001,1.24979,1.25074,2238,13,0
2022-01-13 04:00:00,1.25074,1.2509299999999999,1.24942,1.25072,2822,13,0
2022-01-13 08:00:00,1.25072,1.25072,1.24654,1.24815,5326,13,0
2022-01-13 12:00:00,1.24814,1.24871,1.24603,1.24609,4679,13,0
2022-01-13 16:00:00,1.24609,1.25028,1.24527,1.24916,10598,13,0
2022-01-13 20:00:00,1.24912,1.25204,1.24828,1.25196,6408,13,0
2022-01-14 00:00:00,1.25186,1.25251,1.24969,1.25187,4051,13,0
2022-01-14 04:00:00,1.25187,1.25213,1.24888,1.24898,3027,14,0
2022-01-14 08:00:00,1.24898,1.25043,1.24704,1.24811,6833,13,0
2022-01-14 12:00:00,1.24811,1.25346,1.24763,1.25263,6314,13,0
2022-01-14 16:00:00,1.25264,1.25651,1.2509000000000001,1.25637,13803,13,0
2022-01-14 20:00:00,1.25637,1.2570000000000001,1.25418,1.25537,6339,13,0
2022-01-17 00:00:00,1.25347,1.25569,1.25291,1.25475,3931,13,0
2022-01-17 04:00:00,1.2546300000000001,1.25482,1.2534100000000001,1.2542,2966,13,0
2022-01-17 08:00:00,1.2542,1.25475,1.25094,1.25102,5874,13,0
2022-01-17 12:00:00,1.25102,1.25356,1.24998,1.25286,4892,13,0
2022-01-17 16:00:00,1.25284,1.25356,1.25033,1.25116,5735,13,0
2022-01-17 20:00:00,1.25116,1.25236,1.25114,1.25145,1061,13,0
2022-01-18 00:00:00,1.25149,1.2519,1.24872,1.24901,1916,13,0
2022-01-18 04:00:00,1.24902,1.25332,1.24857,1.25176,5622,13,0
2022-01-18 08:00:00,1.25177,1.25291,1.24978,1.25241,8904,13,0
2022-01-18 12:00:00,1.2524199999999999,1.25254,1.24949,1.2507,8256,13,0
2022-01-18 16:00:00,1.25069,1.25631,1.2505899999999999,1.25555,13459,13,0
2022-01-18 20:00:00,1.25555,1.25605,1.25028,1.25121,6447,13,0
2022-01-19 00:00:00,1.2511999999999999,1.2514,1.24926,1.24992,3948,13,0
2022-01-19 04:00:00,1.24991,1.25101,1.24863,1.25014,5265,13,0
2022-01-19 08:00:00,1.25015,1.25241,1.24782,1.24801,9164,13,0
2022-01-19 12:00:00,1.24803,1.2483,1.24492,1.24781,5943,13,0
2022-01-19 16:00:00,1.24781,1.25184,1.24769,1.24875,13912,13,0
2022-01-19 20:00:00,1.24874,1.2515100000000001,1.24844,1.25143,6838,13,0
2022-01-20 00:00:00,1.2512400000000001,1.25159,1.24929,1.25061,4456,13,0
2022-01-20 04:00:00,1.2506,1.25113,1.24916,1.2493400000000001,3423,13,0
2022-01-20 08:00:00,1.2493400000000001,1.24972,1.24827,1.24871,7275,13,0
2022-01-20 12:00:00,1.2487,1.24969,1.24762,1.24782,7480,13,0
2022-01-20 16:00:00,1.24776,1.24894,1.24529,1.24618,10632,13,0
2022-01-20 20:00:00,1.24613,1.25149,1.24573,1.25022,8466,13,0
2022-01-21 00:00:00,1.25022,1.25372,1.2498,1.2521499999999999,6055,13,0
2022-01-21 04:00:00,1.25216,1.2536399999999999,1.25134,1.25174,6412,13,0
2022-01-21 08:00:00,1.25174,1.25347,1.25087,1.25244,9095,13,0
2022-01-21 12:00:00,1.2524600000000001,1.25317,1.25055,1.25175,8170,13,0
2022-01-21 16:00:00,1.25174,1.2556,1.25143,1.25531,18059,13,0
2022-01-21 20:00:00,1.25532,1.25875,1.25445,1.25779,9944,13,0
2022-01-24 00:00:00,1.25772,1.25813,1.2561499999999999,1.25636,3932,13,0
2022-01-24 04:00:00,1.25636,1.25685,1.25541,1.25671,3686,13,0
2022-01-24 08:00:00,1.25672,1.26026,1.25662,1.25968,7610,13,0
2022-01-24 12:00:00,1.25971,1.2647599999999999,1.25957,1.2647599999999999,11509,13,0
2022-01-24 16:00:00,1.2647300000000001,1.2701799999999999,1.26339,1.26737,24107,13,0
2022-01-24 20:00:00,1.26742,1.2676,1.26228,1.26346,17229,13,0
2022-01-25 00:00:00,1.2634,1.26482,1.26184,1.2639,4785,13,0
2022-01-25 04:00:00,1.26393,1.26584,1.26352,1.26368,5673,13,0
2022-01-25 08:00:00,1.26363,1.26509,1.2628,1.26359,12593,13,0
2022-01-25 12:00:00,1.26356,1.26542,1.26276,1.26424,9574,13,0
2022-01-25 16:00:00,1.26426,1.26693,1.26203,1.26274,20066,13,0
2022-01-25 20:00:00,1.26272,1.26323,1.25977,1.26263,11543,13,0
2022-01-26 00:00:00,1.26248,1.26306,1.26135,1.26138,4885,13,0
2022-01-26 04:00:00,1.26135,1.26138,1.25994,1.26051,4014,15,0
2022-01-26 08:00:00,1.26052,1.26086,1.25699,1.25746,7991,13,0
2022-01-26 12:00:00,1.25745,1.25809,1.2559,1.25767,6132,13,0
2022-01-26 16:00:00,1.25769,1.2643900000000001,1.2563,1.25841,17059,13,0
2022-01-26 20:00:00,1.2584,1.26882,1.25793,1.26646,24732,13,0
2022-01-27 00:00:00,1.26646,1.2699799999999999,1.26563,1.26973,5660,13,0
2022-01-27 04:00:00,1.26977,1.27167,1.26906,1.27074,7034,13,0
2022-01-27 08:00:00,1.27081,1.2726899999999999,1.26663,1.26698,11666,13,0
2022-01-27 12:00:00,1.26698,1.27186,1.2662900000000001,1.2673,11497,13,0
2022-01-27 16:00:00,1.26733,1.27382,1.26502,1.2731,18820,13,0
2022-01-27 20:00:00,1.27313,1.27475,1.2718099999999999,1.27401,13010,13,0
2022-01-28 00:00:00,1.27381,1.2747600000000001,1.27275,1.27308,4616,13,0
2022-01-28 04:00:00,1.27308,1.27352,1.27127,1.27172,6100,13,0
2022-01-28 08:00:00,1.2717399999999999,1.27786,1.27145,1.2778100000000001,9795,13,0
2022-01-28 12:00:00,1.2778100000000001,1.27968,1.27495,1.27586,12601,13,0
2022-01-28 16:00:00,1.27585,1.27826,1.27477,1.2782499999999999,18749,13,0
2022-01-28 20:00:00,1.27824,1.27952,1.27607,1.2765,8929,13,0
2022-01-31 00:00:00,1.27667,1.27769,1.27454,1.27457,3622,13,0
2022-01-31 04:00:00,1.27457,1.2749,1.27311,1.27317,2928,14,0
2022-01-31 08:00:00,1.27315,1.2735,1.27202,1.27324,6756,13,0
2022-01-31 12:00:00,1.27324,1.27753,1.27298,1.27389,8267,13,0
2022-01-31 16:00:00,1.2739099999999999,1.27661,1.2681499999999999,1.26972,14493,13,0
2022-01-31 20:00:00,1.26972,1.2718,1.2689599999999999,1.27067,7387,13,0
2022-02-01 00:00:00,1.27071,1.27225,1.2701500000000001,1.27136,2041,13,0
2022-02-01 04:00:00,1.27136,1.27203,1.2693699999999999,1.2696399999999999,3599,15,0
2022-02-01 08:00:00,1.26965,1.27055,1.26553,1.26722,7207,13,0
2022-02-01 12:00:00,1.26722,1.2705899999999999,1.26682,1.26909,6072,13,0
2022-02-01 16:00:00,1.2691,1.27264,1.26769,1.26912,14736,13,0
2022-02-01 20:00:00,1.26913,1.27029,1.26803,1.2683900000000001,5110,13,0
2022-02-02 00:00:00,1.26829,1.26921,1.26787,1.26817,2227,13,0
2022-02-02 04:00:00,1.26817,1.26948,1.26752,1.26867,2061,13,0
2022-02-02 08:00:00,1.26867,1.26992,1.26766,1.26855,4852,13,0
2022-02-02 12:00:00,1.26855,1.26932,1.2650000000000001,1.26692,5981,13,0
2022-02-02 16:00:00,1.26692,1.2705600000000001,1.2665199999999999,1.26818,13124,13,0
2022-02-02 20:00:00,1.26821,1.2687300000000001,1.26524,1.26619,5176,13,0
2022-02-03 00:00:00,1.26604,1.26871,1.26604,1.26824,2080,13,0
2022-02-03 04:00:00,1.26825,1.26851,1.26728,1.26838,2292,13,0
2022-02-03 08:00:00,1.26836,1.271,1.26787,1.27094,5270,13,0
2022-02-03 12:00:00,1.27094,1.27152,1.26823,1.26892,10021,13,0
2022-02-03 16:00:00,1.2689300000000001,1.26951,1.26605,1.2674699999999999,16486,13,0
2022-02-03 20:00:00,1.26746,1.2692999999999999,1.26578,1.26763,7104,13,0
2022-02-04 00:00:00,1.26752,1.26847,1.26677,1.26797,2812,13,0
2022-02-04 04:00:00,1.26797,1.26823,1.26626,1.268,2600,13,0
2022-02-04 08:00:00,1.26799,1.27156,1.2679,1.27122,6847,13,0
2022-02-04 12:00:00,1.27122,1.27853,1.27105,1.27775,11419,13,0
2022-02-04 16:00:00,1.2777,1.27874,1.27522,1.27621,15903,13,0
2022-02-04 20:00:00,1.27617,1.27661,1.27419,1.27504,6951,13,0
2022-02-07 00:00:00,1.2746,1.27562,1.27341,1.27401,3713,13,0
2022-02-07 04:00:00,1.27401,1.27524,1.27271,1.27302,3541,13,0
2022-02-07 08:00:00,1.27304,1.27419,1.27082,1.27333,8057,13,0
2022-02-07 12:00:00,1.2733400000000001,1.27397,1.27021,1.2711299999999999,5705,13,0
2022-02-07 16:00:00,1.2711299999999999,1.27279,1.26708,1.26875,11037,13,0
2022-02-07 20:00:00,1.26875,1.26877,1.26575,1.2665600000000001,4578,13,0
2022-02-08 00:00:00,1.26647,1.2677100000000001,1.2656800000000001,1.26724,2196,13,0
2022-02-08 04:00:00,1.26724,1.27008,1.26723,1.2694,2458,13,0
2022-02-08 08:00:00,1.26941,1.26989,1.26725,1.26833,6225,14,0
2022-02-08 12:00:00,1.2683499999999999,1.27169,1.2683499999999999,1.27074,6320,13,0
2022-02-08 16:00:00,1.27077,1.27211,1.26963,1.27074,9010,13,0
2022-02-08 20:00:00,1.27073,1.27184,1.26963,1.27034,4755,13,0
